id,question
3366,What does Aajonus suggest to do for bad breath related to a primal diet?
3366,Why might someone have mental health issues while transitioning to a raw food diet?
3366,How does Aajonus view the method of convincing others to adopt a raw diet?
3366,What does the conversation imply about the effectiveness of different healing approaches?
3366,What are some alternatives mentioned for dental hygiene on a primal diet?
4225,What is the mass of bacteria present in our bodies and how does it relate to digestion?
4225,How does stomach acid affect the bacteria when consuming high meat?
4225,What happens to food in the stomach that allows bacteria to digest it faster?
4225,Why is it misleading to compare our gut bacteria to bacteria found elsewhere on Earth?
4225,"What is the difference in digestion speed between raw and cooked animals, and what role does bacteria play in this process?"
3911,"Are STDs real, and could they be related to the sore on my testicle?"
3911,What other methods are available for checking STDs aside from visiting a hospital?
3911,"Why do I have a feeling of disgust towards hospitals, and is that normal?"
3911,"Is the experience of having a sore on my testicle common, or is it unusual?"
3911,What are some practical benefits of using an EMF meter in my home?
5099,What type of audio is referred to in the content?
5099,How did the speaker's body change after starting a specific diet?
5099,What does the speaker mention about their weight before changing their diet?
5099,What is the indicated benefit of gangrene bacteria in this context?
5099,In what way is the gangrene bacteria described as being useful?
4699,Which country has implemented Karl Marx's theories of communism?
4699,How do the living conditions in communist states compare to those in western democratic countries?
4699,What was the education system like in the country mentioned?
4699,At what age did the speaker's parents study A level maths?
4699,Why might the speaker feel that they were going to be used in a war?
3620,"Is it possible to meet all nutritional needs by consuming only milk, eggs, honey, and organs?"
3620,Do I need to include muscle meat in my diet for complete nutrition?
3620,What are the benefits of including muscle meat in my diet?
3620,Are there specific organs that are more beneficial to consume than others?
3620,Can I thrive on a diet without muscle meat if I include other nutrient-dense foods?
1360,What are the steps to make cheese using rennet and milk?
1360,How does the consistency of cheese change when using a small quantity of rennet?
1360,What was your experience with cleaning products and their impact on food safety?
1360,How does the incorporation of spices and ingredients like chorizo affect traditional dishes in Spain?
1360,Can you share the quantities you use for making cheese with rennet and yogurt?
5463,What kind of milk does the user order from the farm?
5463,What is the recommended way to prepare a banana milkshake?
5463,What breathing method is suggested for primal dieters?
5463,How does breathing through the nose affect the body?
5463,What health benefits are associated with the recommended breathing technique?
792,Should I consider going back to cooked meals?
792,Is it normal to have pale symptoms?
792,What type of meat should I look for if I choose cooked meals?
792,Are there health concerns for carnivores eating in public?
792,Do you recommend grass-fed or pasture-raised meat?
4080,What country is considered the best for primal living?
4080,How is the wood industry related to primal health?
4080,What is unique about human dietary habits compared to other species?
4080,What are some examples of human behavior that contrast with primal living?
4080,Why is the statement about humans being both smart and stupid significant?
2062,What does the response to my height indicate about my weight?
2062,What dietary changes are being suggested for my future eating plan?
2062,Is there a specific effect of dairy on weight that has been observed?
2062,What did the user mean by saying 'dairy all goes to belly'?
2062,What was the reaction to the food that was shared in the conversation?
2819,"What causes the breath smell after consuming dairy, and how can it be alleviated?"
2819,Can you explain the difference between A1 milk and A2 milk in terms of digestion?
2819,What is BCM7 and what effects does it have on the human body?
2819,"What are the potential risks associated with BCM7, especially in infants and children?"
2819,Why is it advised to avoid A1 milk based on current scientific findings?
4097,Are the items offered in a single size or do they have custom sizes available?
4097,How often should I change the cover on a wound for optimal healing?
4097,What method did you use for healing a burn quickly?
4097,Can you explain how using urine helped you with poison ivy?
4097,Is there a specific way to cover up wounds for better recovery?
1332,What are the benefits of taking essential oil compared to fermented meats for health?
1332,Can you explain how kefir might be helpful in a health recovery process?
1332,Why is it important to consult an ophthalmologist regarding eye damage?
1332,What symptoms did you experience with traumatic keratitis?
1332,What role do egg whites play in health recovery or treatment?
4548,What does the study on polyunsaturated fats suggest about their effects on lifespan?
4548,How do polyunsaturated fats affect neural development according to the research?
4548,What was the context of the reply to durianrider?
4548,Can you provide details from the studies mentioned regarding PUFA intake and lifespan?
4548,What is the link between high polyunsaturated fats and health as mentioned in the content?
1936,What is your opinion on Azoletherapy and why do you believe it didn't help you in the past?
1936,Can you explain what happened after you were diagnosed with H. pylori and what treatments you received?
1936,What difficulties did you face during your endoscopy and colonoscopy procedures?
1936,"What symptoms do you experience when drinking certain beverages, and how does it relate to your diet?"
1936,"How has your weight changed recently, and what are your goals regarding your ideal weight?"
1615,Do most people in this group consume a raw diet?
1615,Are eggs included in the raw diet as well?
1615,What is the general consensus on raw honey in this group?
1615,How do members feel about the invitation to this group?
1615,Is there a distinction being made about the nature of raw honey compared to regular sugar?
2010,Who is the owner of this channel?
2010,Can you tell me about the ownership of this channel?
2010,What information is available about the channel's ownership?
2010,Is there a specific person or organization that owns this channel?
2010,How can I find out who owns this channel?
5626,Will using cream instead of butter affect the lube formula's effectiveness?
5626,Is there a special way to select ingredients for the lube formula?
5626,What should I do if I find moldy fruit in my supplies?
5626,How can I ensure my ingredients stay fresh and mold-free?
5626,Are there alternatives to butter in the lube formula that work better?
3944,Is it advisable to eat high meat right after consuming green juice?
3944,What recipes can I make with birch sap?
3944,Should I consume raw meat for health benefits?
3944,What is included in the moisturization formula?
3944,Is it beneficial to apply butter on my skin?
150,What are the hours applicable for organ regeneration?
150,What challenges might I face while trying to regenerate organs?
150,How does the omad diet help with weight management?
150,"Are fruits permissible on a primal diet, and if so, how many?"
150,What does Aajonus suggest for maintaining a sweet craving on the primal diet?
2734,Is there an organization associated with this group?
2734,Will there definitely be one set in stone?
2734,What can I expect regarding organization from this group?
2734,Is the current organization status confirmed?
2734,How would the organization of this group be structured?
2662,Can you provide answers to my questions?
2662,Is there a free alternative for finding information online?
2662,What do you think about using resources from Kim?
2662,How can I effectively use the internet for my queries?
2662,Is there a specific platform you'd recommend for free information?
1638,Where can I find options to order raw food for delivery to Australia?
1638,What are some effective methods to alleviate excess air in the stomach?
1638,What are the health implications of eating raw meat without sufficient fat?
1638,What is the recommended meat-to-fat ratio for a primal diet according to Aajonus?
1638,What are the potential health risks of consuming raw goat's milk?
1225,Is this chart accurate?
1225,Can you confirm the authenticity of this chart?
1225,What evidence do we have that this chart is real?
1225,Has this chart been verified by experts?
1225,Are there any studies that support the information in this chart?
146,What are your thoughts on the experience of having a baby?
146,Do you find anything particularly challenging about parenting?
146,Can you describe some aspects of parenting that you find difficult?
146,How does the experience of raising a child compare to your expectations?
146,What specific issues do you think make parenting a tough experience?
3003,What ingredients are typically used to make butter?
3003,How does having fewer mixings in meals benefit you?
3003,What types of monomeals do you incorporate into your diet?
3003,How does consuming a little piece of raw unsalted cheese every 15 minutes help you?
3003,Why do you feel bloated after using the lube formula?
2005,What does the speaker recall about the USA's invasion of Iraq?
2005,What type of weapons were mentioned as being used during the invasion?
2005,What long-term effects are mentioned regarding children in the areas affected by the invasion?
2005,What feelings does the speaker express towards the promotion of a particular character?
2005,Which two individuals are referenced as having appeared on prominent television shows?
5267,Could eating excessive fat lead to bad breath?
5267,How does fat consumption affect breath odor?
5267,Is there a link between high-fat diets and halitosis?
5267,What dietary changes can improve breath freshness?
5267,Are there specific fats that might cause bad breath?
2920,How does mercury detoxification work in the body?
2920,What methods are effective for getting mercury out of the system?
2920,Can you explain the process of mercury elimination from the body?
2920,What are the signs that mercury is leaving the body?
2920,Is there a specific diet to aid in mercury detoxification?
3225,Do you have any other bathing options besides the shower?
3225,Is the shower currently your only method of cleaning?
3225,Have you considered adding a bathtub to your bathroom?
3225,Are there any specific reasons for only having a shower right now?
3225,How often do you use the shower since it's your only bathing facility?
4979,What types of foods should I prioritize for primal health?
4979,How much physical activity is recommended for optimal primal wellbeing?
4979,Can you explain the concept of intermittent fasting in relation to primal health?
4979,What are the main benefits of following a primal lifestyle?
4979,Are there any specific supplements that enhance primal health?
2374,What is it that you don't know?
2374,Can you specify the topic you're unsure about?
2374,Are there particular areas where you need assistance?
2374,Is there any information you're looking to clarify?
2374,Could you explain what you're confused about in more detail?
2465,What does it mean to damage your liver?
2465,How can I determine if I have a fatty liver?
2465,What are the risks associated with having a fatty liver?
2465,What steps can I take to improve liver health?
2465,Is fatty liver reversible with lifestyle changes?
2384,Which locations in China have this available?
2384,Are there specific cities in China to find these products?
2384,Can you recommend a province in China for these items?
2384,Is there a particular market in China where I can find all this?
2384,What regions in China are best for finding these materials?
1735,Why are you in such a good mood today?
1735,Is this a normal way for you to greet us?
1735,What has caused this change in your demeanor?
1735,Do you usually greet us in a more serious tone?
1735,How often do you feel cordial like this?
1816,What is the name of the brand mentioned in the conversation?
1816,Does the brand ship internationally?
1816,How long has the meat been stored in the fridge?
1816,How would you describe the taste of the fermented meat?
1816,What reminder was given regarding beef?
4688,What are your thoughts on bitcoin in relation to economic systems?
4688,Can you explain how communism could work in theory?
4688,What do you mean by saying communism is abused in practice?
4688,What are the real-world challenges that undermine theoretical communism?
4688,Do you think bitcoin could play a role in changing economic structures?
3372,"What is your preferred way of drinking, sipping or gulping?"
3372,Do you have a favorite type of meat based on your upbringing?
3372,How have your dietary habits changed over the years?
3372,What do you think about the current state of the Aajonus Archive?
3372,Why do you refer to MHB as money hungry bitches?
2145,What type of product is being used to make juice without fiber?
2145,What misconception do Americans have regarding bacteria?
2145,How did you humorously respond to concerns about bacteria in dairy products?
2145,What type of food brings back memories of playing games for you?
2145,What type of food is mentioned in relation to playing games?
2202,What does the term 'based' refer to in this context?
2202,Can you explain why this situation is considered awesome?
2202,What was almost forgotten in the conversation?
2202,What does the speaker mean by 'that's a lot in one day'?
2202,Is there a specific reason for the excitement in the conversation?
2625,How long can butter be left outside before it starts to ferment?
2625,What did the guy I used to buy lamb from feed his chickens?
2625,What is the connection between root canals and stem cell production?
2625,Where can I find more information about gathering stem cells during wisdom teeth extraction?
2625,What group did I use to find information about primal health topics?
3282,What are the theories being considered regarding the outbreak's origins?
3282,Is there any mention of environmental factors contributing to the outbreak?
3282,"What concerns are raised about intentional outbreaks, such as poisoning water?"
3282,How does the prevalence of ACE2 receptors relate to susceptibility to the virus?
3282,What is mentioned about the impact of food on the outbreak?
1031,Is Lübeck located near Hamburg?
1031,What are automats and where can I find them?
1031,Can I expect to find automats in Hamburg?
1031,What should Kim do while traveling with the milk giant?
1031,Where can I search for information about automats?
543,Can I ferment something without covering it in the fridge?
543,Does light affect the fermentation process for milk?
543,What's the proper way to ferment items in the fridge?
543,Is it normal for the two R men to be quiet during fermentation?
543,What do you mean by 'next batch' in relation to fermentation?
924,What are the benefits of using Kerry Gold butter in cooking?
924,How long does it take to cook shiitake mushrooms?
924,What is the process for dehydrating shiitake mushrooms?
924,How do you use mushroom powder for seasoning in recipes?
924,Is there a specific way to store dehydrated mushrooms for long-term use?
4195,What did Aajonus say about consuming sheep butter and sheep milk?
4195,What concerns are raised about the health of sheep in relation to vaccinations and environmental factors?
4195,What suggestions are given for finding well-raised sheep that are not exposed to toxins?
4195,What is mentioned about the consumption of animal organs in relation to proper sourcing?
4195,How does the Primal diet impact the health of individuals with issues related to food consumption?
2326,What is jar shaking?
2326,How does jar shaking relate to hair health?
2326,What are the benefits of jar shaking for hair?
2326,Why do some people have an oily shine in their hair?
2326,How can I achieve a shiny look for my hair?
1975,What does 'nailed' refer to in this context?
1975,Can you explain what you mean by 'looks like the nail went through'?
1975,Is there a specific situation you are discussing related to 'nailed'?
1975,Could you clarify what you are trying to understand about this phrase?
1975,What are the implications of something being described as 'nailed'?
123,Is it safe to consume raw meat in an area where Ebola is present?
123,What symptoms should I be aware of when my temperature is at 9°C?
123,What is the significance of a temperature of 8°C in relation to health?
123,Can you clarify your previous statement about symptoms?
123,Why did you respond with laughter and a facepalm emoji?
4735,What did Ray Peat contribute to health according to the information?
4735,What does the content suggest about how Ray Peat affects gland function?
4735,What is the user's intention regarding a picture mentioned in the content?
4735,"What materials are mentioned in the conversation, and how are they referred to?"
4735,What is the context in which the phrases 'healthy people' and 'spin their glands wheels faster' are used?
4120,Is it common to experience aggression during detox while on an exclusive milk diet?
4120,What challenges are you facing in accessing meat for your diet?
4120,Can you share more about the censored video you found related to COVID?
4120,What are the main topics discussed in the video you mentioned?
4120,How does the work of Stein relate to the content of the video you shared?
2959,What should I be cautious about when considering lymph drainage or massage?
2959,Where can I find resources on lymph drainage and massage?
2959,"What are the symptoms of swollen lymph nodes, and do you have any in a specific area?"
2959,How does draining the main vein impact hormone levels and toxins in the body?
2959,What are some tips for sourcing fresh meat from local markets instead of supermarkets?
1289,What are the key concepts of hot and cool foods in Chinese medicine that can help with my health?
1289,What kind of herbal advice did she recommend?
1289,How does iridology claim to identify health issues through eye analysis?
1289,Can childhood injuries really manifest as health issues that can be seen in the eyes?
1289,"What are the signs of a candida infestation, and how can I address it?"
5574,Have you been incorporating kriyas and pranayama into your routine along with asanas?
5574,Can you explain how emotions or experiences can be stored in the body's tissues?
5574,What are some effects my friend experienced while taking hot baths?
5574,Is it common to have hallucinations during practices like yoga or meditation?
5574,What is the difference between synthetic substances and natural experiences in terms of storing in the body?
1741,What is the main finding of the study related to Inuit and ketosis?
1741,How does gene mutation affect the Inuit's ability to maintain ketosis despite their diet?
1741,What are the average weights of female and male Inuit according to the study?
1741,"How does refined sugar consumption impact the Inuit's health, according to your findings?"
1741,What condition is being addressed by maintaining mild ketosis in the context of this discussion?
1709,What would be considered ideal in this context?
1709,Can you provide examples that relate to this ideal?
1709,How can we determine if something meets this ideal?
1709,What factors contribute to achieving this ideal?
1709,Are there specific guidelines to follow for this ideal?
100,Does eating cheese help with breathing?
100,What is the temperature range mentioned for North Spain?
100,How quickly did the bloating subside after eating cheese?
100,What method is suggested for timing cheese intake?
100,What is the significance of having cheese nearby?
4466,Have you attempted regenerative practices to restore greenery in the desert?
4466,What would it be like to live in Iraq during different times?
4466,Can you describe the experience of camping on sand dunes?
4466,Why do you think the stars are so visible in a desert setting?
4466,How does the cold in the desert affect your experience outdoors?
350,What does it mean when something is considered very apparent?
350,How can I identify if someone is mental?
350,What are the signs that indicate mental instability?
350,Why is it important to understand what it means to be mental?
350,How can I discuss mental health with others based on my understanding?
5462,Is fermented food not considered good for health?
5462,Why is dried food considered not good?
5462,What happens to poop in cows' stomachs regarding fermentation?
5462,Who is referred to as 'the primal police'?
5462,Why do some people feel isolated in their dietary choices?
3501,What do you mean by 'Are those worms?'?
3501,How do different eggs taste differently according to you?
3501,Can you describe the taste differences you have experienced with eggs?
3501,Do you think the presence of worms affects the taste of eggs?
3501,What types of eggs have you tried that tasted different?
2698,What is the recommended amount of lemon for 500ml of sparkling water?
2698,How much honey should I mix into 500ml of sparkling water?
2698,Can I adjust the lemon and honey ratio for taste in my lemonade?
2698,Is there a specific type of honey that works best for lemonade?
2698,What other ingredients can I add to my sparkling lemonade for extra flavor?
2947,Why do you believe it is okay to give kids some unhealthy treats like Coke or french fries occasionally?
2947,"What are your thoughts on introducing raw meat to children, and how should it be approached?"
2947,How can parents ensure their children's well-being when introducing new foods into their diet?
2947,What do you mean by saying that most of your friends think you are crazy for eating raw meat?
2947,Can you elaborate on your experience with weight loss and improved health since starting your new diet?
3724,What does Aajonus imply about the nature of cold and flu being contagious?
3724,Can you explain the comparison made between a rooster and the sun rising?
3724,What might be causing confusion with the English subtitles in the video?
3724,How does the idea of contagion correlate with Aajonus's views?
3724,Is there a specific part of the video that clarifies Aajonus's perspective on illnesses?
2099,What symptoms are associated with the acid reflux and fast heartbeat mentioned?
2099,What ingredients did you mix with the chopped liver?
2099,What type of food did your parents feed you at 10 months old?
2099,What specific dish did you prepare that includes liver?
2099,"How did your parents describe your appearance at birth, particularly your eye color?"
5022,What are the different types of breeds that exist?
5022,How does breed affect nutritional needs?
5022,What does it mean to be malnourished based on breed?
5022,What are the flavors associated with different types of vegetable fat?
5022,"Can you explain the taste differences between black, brown, and white fat?"
1713,What studies does dom matez share on Instagram related to cancer?
1713,Are there types of cancer that can feed off fat according to recent studies?
1713,What common belief about cancer feeding is mentioned in the conversation?
1713,What was someone’s reaction upon hearing about cancer feeding off fats?
1713,Has anyone heard of the claim that cancer can only feed off sugar?
2973,What is required to host the primal health adviser application?
2973,What does the speaker mean by 'personal karma' in the context of health?
2973,How does the speaker view the cycle of eating animals and fasting?
2973,What is the speaker's perspective on the spiritual hierarchy of living beings?
2973,What instincts do both genders possess according to the speaker?
3605,Is the discussion focusing on a before-and-after comparison?
3605,What specific aspect of cooked carnivores is being commented on?
3605,Are there any examples of before-and-after scenarios provided?
3605,Is the conversation about the effects of a carnivore diet?
3605,What conclusions can be drawn from the commentary on cooked carnivores?
1338,What kind of reactions have people experienced from eating too much of it?
1338,How do the different organ meats taste compared to each other?
1338,What is the taste and texture of thymus like?
1338,What types of detergent and soaps do you use for cleaning?
1338,Why do you prefer liquid soap over other options?
4245,What is the source of your information?
4245,Where can I find the material you referenced?
4245,Who published the article you mentioned?
4245,Can you specify where you read that information?
4245,What was the origin of that particular content?
1858,Where can I find the channel you mentioned?
1858,What did you save in your Dropbox apart from videos?
1858,Why do you think it's difficult to access the other content?
1858,What specific programs did you try to use for downloading videos?
1858,Is there a chance he has additional videos available?
3328,What was the previous warning you expected regarding growing nails?
3328,How has your one month progress with nail growing been so far?
3328,What specific skills are you hoping to unlock related to your nails?
3328,What has motivated you to experiment with nail growth?
3328,Are there any challenges you've faced while growing your nails?
5035,Is it safe to consume beef fat that has been frozen at a depth of 6 feet?
5035,Can you explain why someone would eat frozen beef fat?
5035,What are the potential health benefits of eating frozen beef fat?
5035,How should I prepare frozen beef fat for consumption?
5035,Are there any risks associated with eating deep frozen beef fat?
1564,What should I do if I suspect the meat I consumed was spoiled and caused my detox symptoms?
1564,"Is it safe to consume raw milk or whey while trying to lose weight, especially when feeling unwell?"
1564,What are the best food options to soothe an upset stomach after experiencing diarrhea and vomiting?
1564,Could eating cheese contribute to my recent stomach issues and detox reactions?
1564,Are there any plant-based options that can help improve my health during a detox process?
3356,What is the suggestion for extracting juice mentioned in the conversation?
3356,How does the user suggest handling the fibers when consuming juice?
3356,What are the alternative methods recommended for juicing?
3356,What specific advice is given regarding juicing ginger?
3356,Which juicer is confirmed to be effective for juice extraction?
814,What should I do about the lack of fresh fruits and vegetables in the Northern Hemisphere for optimal health on a primal diet?
814,How can aged urine be used for skin healing?
814,What experiences do people have regarding drinking urine for health benefits?
814,Are there any impacts on urine taste when consuming certain foods like meat and milk?
814,Why is it important to not erase messages related to personal experiences with health practices?
989,What do you think about using raw eggs as a shampoo alternative?
989,Can you explain how sugar intake affects dental health?
989,Why do you feel bloated and tired when eating half raw and half cooked foods?
989,What are the benefits of consuming raw eggs and ground beef?
989,How effective is oil pulling compared to using therapeutic grade essential oils for oral hygiene?
896,Did they prescribe you antibiotics?
896,What type of antibiotics were administered?
896,How long were you on antibiotics?
896,Were there any side effects from the antibiotics?
896,Did the antibiotics help with your condition?
4520,What animal did you source the wild eggs from?
4520,How much wild eggs did you consume per day?
4520,What symptoms did you experience after eating them?
4520,What helped alleviate your nausea and digestion issues?
4520,What is your opinion on UHT milk and pasteurized butter?
3806,"Did you observe any changes in the clarity of your sclera, such as reduced redness?"
3806,What should you avoid taking with you if you engage in risky behavior?
3806,Can you explain why the notion that water is harmful is considered foolish?
3806,Why might someone wake their family up at night related to eating habits?
3806,"What is the recommended frequency for eating, according to the conversation?"
1111,Is it safe to eat raw pork?
1111,How much raw pork did you order from your farmer?
1111,What diet are the pigs raised on?
1111,When is your appointment with the osteopath?
1111,What do you hope to achieve from the osteopath visit?
2017,What are some experiences people have with eating raw meat on this diet?
2017,Is it common to eat garlic or onions with meat while on this diet?
2017,How can I relate to others who have also faced difficulties in their upbringing?
2017,What might be the reasons someone looks physically different or 'weird' to others?
2017,How should I respond to a friend request from someone I find unusual or strange?
4989,Why might raw unsalted cheese cause a negative reaction for some individuals?
4989,What precautions should be taken when consuming celery regarding pesticides?
4989,Can you explain how detoxing from pasteurized dairy might affect those consuming raw milk or butter?
4989,What steps did you take to heal your gut before reintroducing raw dairy?
4989,What advice does Aajonus give regarding symptom management when consuming raw dairy?
5208,Why have you not taken a shower for 5 months and how did swimming in the sea affect your hair?
5208,Is using milk of magnesia for your armpits and rose water for your body considered acceptable?
5208,"What are the benefits of not showering while following a primal diet, especially after workouts?"
5208,"What ingredients are included in Native Deodorant, and do they have any health implications?"
5208,Why do you feel that eating frozen food is pointless compared to consuming fresh food?
2041,What should I do if I haven't eaten raw meat today?
2041,How does eating raw meat affect my spiritual progress?
2041,What do you mean by distorting reality in the context of diet?
2041,Is it better to eat small meals frequently instead of fewer large ones?
2041,How can I incorporate raw meat into my diet safely?
1578,What specific changes have you noticed after starting the diet?
1578,Can you share your experience with the milk issue in the USA?
1578,What motivated you to join this group?
1578,How does the diet you followed differ from typical diets in India?
1578,What other health issues are common in the USA that you've heard about?
1571,"What are the differences between jersey milk and A2 jersey milk, and which one is considered more primal?"
1571,Why did I develop cravings for lettuce after following a cooked carnivore diet for almost a year?
1571,How does consuming raw meat affect my cravings for salads and green leafy vegetables?
1571,"In what ways does the acidity of cooked foods impact the body, particularly in relation to cancer?"
1571,What recommendations has Vince made regarding the consumption of raw animal products?
3201,How does depression affect the stomach?
3201,What does the user's mother suggest for a diet?
3201,What kinds of food does the user associate with being poor?
3201,What personal experience does the user share regarding medication for depression?
3201,What kind of dietary change does the user believe will lead to a significant improvement?
4543,What are the pros and cons of selecting specific species for human dietary guidelines?
4543,How much water is recommended for weekly consumption?
4543,What is your opinion on vaccines and their relationship with disease?
4543,How do you approach detoxifying the body?
4543,Can you tell me more about the benefits of consuming raw butter?
4209,What are some effective remedies for UTIs?
4209,Can anyone share their recommendations for treating UTIs?
4209,Are there specific tips for preventing UTIs?
4209,What home treatments do people suggest for UTIs?
4209,Has anyone found particular products helpful for UTI relief?
4886,What are the effects of eating food with pesticides?
4886,How can I avoid consuming pesticides in my diet?
4886,Are there specific foods that have higher pesticide levels?
4886,What are organic options for reducing pesticide intake?
4886,How do pesticides impact primal health principles?
5362,What kind of primal memes are you looking for to share on Instagram?
5362,What do you find challenging about juicing as part of your primal lifestyle?
5362,How has your experience been while chasing primal foods throughout the morning?
5362,What can you tell me about the coffee substitute you made and why you liked it?
5362,"Are you considering starting a business focused on primal foods, and if so, what would it involve?"
728,Why was everything burnt in the lungs?
728,What are the side effects of Quimio?
728,Should I ask my doctor about my health concerns?
728,How has the chat group benefited me?
728,Why do I feel the need to take my future health seriously?
3659,Did you have cream with the raw tuna?
3659,What else did you have with the raw tuna on Sunday?
3659,Are there any specific dietary guidelines for eating raw tuna?
3659,How should I store raw tuna to keep it fresh?
3659,What are the health benefits of eating raw tuna?
4937,Why would choosing a fruit over a starch be considered?
4937,What are the reasons for not finding unsalted cheese?
4937,What is the typical cost associated with treatments like Ibogaine?
4937,Is a price of around 15k common for this type of treatment?
4937,What issues are attributed to the brain regarding drug addiction?
388,How does the Keto diet help with weight loss according to the conversation?
388,What is mentioned about the relationship between Keto and Primal health?
388,What recent media coverage of the Keto diet is referenced in the conversation?
388,What concerns are raised regarding EMF in apps during the discussion?
388,How does homemade raw ice cream relate to the mentioned diets and weight management?
3684,What measures can we take to safeguard against 5G waves?
3684,Are there specific strategies to reduce exposure to 5G radiation?
3684,What are the best practices for minimizing 5G wave impact?
3684,How can we effectively shield ourselves from 5G frequencies?
3684,What precautions should we consider regarding 5G wave safety?
822,How do you use raw eggs for hair care?
822,What part of the egg should be applied to the hair?
822,What is the recommended duration for leaving egg yolk on hair?
822,What temperature water should you use to rinse the egg out?
822,Is there a risk of cooking the egg if hot water is used for rinsing?
824,What are the effects of drinking raw milk and raw meats on my health?
824,How does the upper esophageal sphincter react to raw meat consumption?
824,What benefits does drinking fermented goat milk provide?
824,Is gaining weight considered therapeutic or detoxifying in this dietary approach?
824,What does the Recipe book say about getting fat on a raw primal diet?
3429,What happened to the Aajonus Archive on YouTube?
3429,Why do you suggest someone should be quiet?
3429,Where are you located?
3429,What significance do the Great Lakes have in this context?
3429,Is there a connection between being quiet and the Aajonus Archive?
1977,What is the significance of the white ones mentioned?
1977,Could you clarify what you mean by 'My thumb'?
1977,Why did you mention not having diabetes?
1977,Are the white ones related to a health condition?
1977,What symptoms or issues are you experiencing with your thumb?
5231,Where can I locate clay quickly?
5231,What are the best sources for finding clay?
5231,Is there a specific technique for sourcing clay?
5231,Why is finding clay urgent on my sixth day?
5231,Are there any particular areas known for clay deposits?
3746,What food sources build blood effectively?
3746,How does red meat contribute to blood health?
3746,Are there alternatives to red meat for blood building?
3746,Can you explain the nutritional differences between red meat and other sources?
3746,Why might some foods be less effective for blood production?
592,Why is liver considered a sacred food by indigenous tribes?
592,What might be the reason for feeling deficient in vitamin A despite consuming liver weekly?
592,How can the frequency of eating liver affect skin health?
592,Why might someone feel hungry even after eating a lot in one meal?
592,What nutrients do fruits provide despite their sugar content?
4709,How long have you been following the primal lifestyle?
4709,What is your current weight compared to mine?
4709,Can you share your progress details while on primal?
4709,Is a weight difference of 15 kg considered a significant achievement?
4709,What do you think about the depth of the changes you've experienced on primal?
1192,What is the reason for using fish in a health regimen?
1192,How can fermented milk contribute to health benefits?
1192,What are the advantages of using urine for detoxification?
1192,Can you explain the process of how wine is made as mentioned in the conversation?
1192,What are some effective methods for treating ganglion cysts based on your experience?
760,Is raw cheese an option to consume?
760,Should I drink veggie juice during radio therapy or wait until after?
760,How can I manage the feeling of running out of time regarding my health?
760,Is raw cheese recommended to be eaten before meals?
760,What are the benefits of consuming veggie juice during treatment?
1103,How is everyone feeling in this conversation?
1103,Is there anyone here who genuinely consumes blood?
1103,What is the connection between vanillin and vanilla flavor?
1103,Can you tell me about any specific cow breeds that produce flavored milk?
1103,Why do some people think veganism is terrible?
4390,What are the potential benefits of snake venom?
4390,How does cheese relate to the symptoms mentioned?
4390,What specific symptoms improve with each piece of cheese?
4390,Is there a recommended amount of cheese to alleviate symptoms?
4390,Are there any risks associated with using snake venom for health?
2151,How does selling raw milk relate to its potential risks?
2151,What is the cost associated with obtaining a permit for selling raw dairy?
2151,How many times has the user mentioned their experience with raw dairy?
2151,What does the user express a desire for in terms of food products?
2151,Why does the user feel the need for more cheese?
3285,What are your views on Aajonus?
3285,Do you believe in the idea of deporting all Chinese?
3285,How do you feel about the contagious nature of the virus?
3285,What is your opinion on QAnon?
3285,Do you think the deployment of 5G is related to the virus?
3982,Is the listlessness I'm experiencing likely due to a detox reaction?
3982,How long can the detox symptoms last when consuming moldy berries?
3982,What does it mean when the body enters 'sleepy mode' during detox?
3982,Can you share your experience with the raw egg diet and its effects on energy levels?
3982,What does Aajonus say about the body's healing process after consuming certain foods?
4674,How long can different types of meat be stored in the fridge?
4674,What factors influence the shelf life of meat?
4674,What is the recommended practice for airing meat during storage?
4674,Is there a guideline for the use of antibiotics in organic meat production in Europe?
4674,What does the Dutch law indicate about vaccinations in meat products?
5294,How should I store raw apple cider vinegar?
5294,Is it okay to store apple cider vinegar outside the fridge?
5294,Can you clarify what a smoothie means in this context?
5294,What type of smoothie recipe is mentioned here?
5294,Is the recipe for a lubrication formula or a sports drink?
5366,What is the safe amount of cider or low alcohol drink one can consume without causing damage?
5366,Does wine cause immediate damage when consumed?
5366,Why did drinking wine lead to bloating for the user?
5366,What are some unconventional foods mentioned in this conversation?
5366,What is the user's opinion on dietary norms regarding which animals should be eaten?
3955,What are chemtrails and how do they differ from contrails?
3955,What health effects are associated with exposure to chemtrails?
3955,Are there any scientific studies confirming the existence of chemtrails?
3955,How can I protect myself from potential harm caused by chemtrails?
3955,What actions can I take if I'm concerned about chemtrails in my area?
467,Did you feel anxious during the experience?
467,What sensations did you primarily feel?
467,Did you have any cravings at the end?
467,How did your thirst affect your experience?
467,What do you think about the method you used?
1409,What challenges do you face when quitting coffee after being a major coffee addict?
1409,How long does it usually take for you to forget about coffee after quitting?
1409,What do you think contributes to your sleeping problems during the detoxification process?
1409,How does raw milk help you with sleep and back pains?
1409,What have you experienced after eating raw fish recently that has influenced your decision to avoid it?
2364,Is it okay to wash my hair with used coffee ground water?
2364,What did @mikechoo suggest to prevent frizzy hair?
2364,How does the quality of tap water vary depending on where you live?
