id,question
8057,Is it necessary to aerate meat every 3-4 days to prevent bacterial fermentation from stopping?
8057,"According to the conversation, how long should one typically wait before consuming high meat?"
8057,Does the type of meat matter when making high meat for cancer benefits?
8057,Why might packaged ground beef be considered less desirable according to the conversation?
3791,Why is inhaling burned substances seen as negative for hormone levels?
3791,How might applying urine to the skin help with acne?
3791,What method is suggested for bathing if municipal water affects skin negatively?
3791,Why might someone experience itchy legs and hives after a shower?
3791,What is the perceived issue with smoking cigars despite potential benefits to hormone levels?
9000,What might be your expectation if you purchase celery juice?
9000,What do you want to know about the cream content of jersey milk?
9000,What is the suggested action if something is fermented in plastic?
9000,How does the user view eating live animals such as a mini octopus or squid?
9000,What raw food from around the world would you most like to try?
4637,"Why is it advised not to use antibacterial products on skin, even for spot treatment?"
4637,What was effective for your skin when you stopped using shampoo?
4637,Why is there a contradiction in views regarding raw milk but cooked meat according to the Weston Price Foundation?
4637,Is diarrhea considered beneficial under certain circumstances?
4637,"Why do you consume cooked starch when needing a sleeping pill, and how does it affect your digestion?"
6696,Can ticks transmit diseases that make people sick?
6696,Should I be worried if a tick was burrowing in my toe overnight?
6696,How does the Primal diet help with conditions like tinnitus?
6696,Is it okay to combine raw pasta with meat according to Aajonus?
6696,Is dandruff considered a detox symptom in the Primal diet community?
5445,Is baking soda toxic when used for alkalinity in a hot bath?
5445,Where can I get good deals on raw nuts like walnuts?
5445,Can novocaine dental injections cause gum recession?
5445,Is bromine safe to use in baths or hot tubs?
5445,What is bromelain commonly used for?
83,What methods can help detox from liver and kidneys when dealing with issues like acne potentially caused by chemicals in a flat?
83,"How can raw butter benefit the skin when used as a moisturizer, and can it be part of a fasting regimen?"
83,What are some techniques for consuming bone marrow when the marrow is difficult to extract from the bone?
83,"What is the significance of sun exposure according to Aajonus, and how does it impact our internal clock?"
83,How should I adjust my diet of fat and protein if I feel hungry despite eating more fat but observing a change in body composition?
2375,"What did Aajonus say about the benefits of consuming raw organs like brain, liver, and heart?"
2375,Why is milk considered lethal on a raw diet but different on a cooked diet?
2375,How can one increase bulk and muscle if they are considered slightly too thin?
2375,Why does Sv3rige attribute his recovery to Aajonus and how did Sv3rige's videos help him?
2375,How do you store and manage fermentation of raw organs if no one wants them in your area?
5283,What happens when you consume aged meat or fat for more than two days?
5283,Have you experienced any respiratory issues immediately after eating cheese?
5283,Have you noted any differences in your digestive health after avoiding dairy?
5283,Do you experience any symptoms after consuming warm milk before sleep?
5283,What complications have you encountered with consuming egg yolks?
1416,What eco-friendly natural detergent did Aajonus use and where can I find it?
1416,Is fermented coconut cream good for washing clothes in a machine and what effect does it have?
1416,What makes wool comfortable to wear and how should it be washed to avoid itchiness?
1416,"Could synthetic clothing cause itching due to detergents or histamine, and is there a difference with cotton?"
1416,How long can I keep meat in the fridge if stored in a glass jar with the lid lightly on top?
11123,How do you make the primal face and body cream as described in the book?
11123,What is the difference between using facial cream and face cream as mentioned?
11123,How does kefir benefit the skin according to the user's experience?
11123,How long should you apply butter to the skin before seeing improvements?
11123,What is the recommended method for separating honey from the comb?
1501,What can I do to promote hair regrowth and make my hair thicker?
1501,Does pulling toxins out help prevent them from affecting the skin and scalp?
1501,Can cheese help in promoting hair health or regrowth?
1501,Why do a handful of my items have small fractures that make them burn faster?
1501,"Is autoimmune disease a real condition, or is it a misconception?"
3756,How has the diet affected the performance of the 62-year-old martial artist in world championships?
3756,What change did the martial artist experience in his heart rate after a year on the diet?
3756,What is the recommended approach to adding carbohydrates to the diet according to the conversation?
3756,What are the characteristics of soft and hard cheese mentioned in this content?
3756,What is the stance on using plastic in the context of this conversation?
6027,What is the recommended fat to muscle ratio when not working out much but having a lot of muscle?
6027,What are the effects of eating pineapple according to suggestions for digestion?
6027,Is using lubes suggested to help with coffee cravings over time?
6027,"Does fermented fruit naturally end up as vinegar, and what fruits can be used?"
6027,Is it considered too toxic to drink tea with boiled milk according to the conversation participants?
4776,How did you set up the utility sink for removing poop from cloth diapers?
4776,What is the purpose of a 'wet bag' in the context of cloth diapering?
4776,Why do some users feel that the group admins should intervene on suggestions of violence or serious violations?
4776,What might be some key components or steps in setting up an effective cloth diaper cleaning station?
4776,What concerns do some users express about behaviors and attitudes in the Primal Diet Group?
5707,"What is the difference between organic and non-organic beet juice, and does organic matter for lifting?"
5707,"Are oxalates in vegetables a concern for both raw and cooked, and how might that affect beet juice consumption?"
5707,"Is it safe to eat raw feed lot meat occasionally, and how should one test their reaction to it?"
5707,How should raw milk be stored and managed to prevent it from becoming undrinkable over time?
5707,How does one make slightly alcoholic fermented juice and what precautions should be taken during fermentation?
10482,Does frozen fruit retain more nutrients than frozen meat and butter?
10482,What is the best type of water to use for making tea?
10482,Is it normal to feel sleepy after lunch even when not eating fruit?
10482,Why is cheese made from vegetable rennet not considered primal quality?
10482,Is it typical for royal jelly to feel spicy and burn the throat slightly?
6063,Can raspberries and strawberries be used for the formulas if they get soft fast?
6063,Why is there almost no mold production when there is liquid in the berry batch?
6063,Is there a relationship between consuming cholesterol and testosterone production?
6063,Do you believe lone wolf attacks are necessary for starting a resistance movement?
6063,Does aajonus offer any remedy or cure for schizophrenia?
10477,Is eating radiated food likely to cause nausea as mentioned by Aajonus?
10477,What topical solutions can be used if eggs do not help with removing something from hair?
10477,Is jaundice a common occurrence among people on keto or full carnivore diets?
10477,Can traces of drugs be stored in the lymphatic system or is it only in fat tissues?
10477,Is it worthwhile to consume unvaccinated grass-fed testicles if they are frozen?
6035,How do celery juice and milk affect your digestive system if you already have issues with bloating and gas?
6035,Is it common to experience weight gain as a result of drinking four cups of vegetable juice and milkshakes daily when previously underweight?
6035,"When making cheese strains at home, is feta cheese suitable due to its water content, or should the cheese ideally be drier?"
6035,Did following an egg fast lead to any noticeable improvements in digestion according to others' experiences?
6035,"Between unsalted pasteurized milk cheese and salted raw cheese, which one is considered worse in terms of health or quality?"
3838,What food combination did Aajonus use for backpacking and how was it stored?
3838,How can I prevent my milk from tasting like vomit and make it more palatable?
3838,What is the recommended method for heating milk to prevent it from boiling?
3838,Why do you only ferment milk with honey according to the chunked conversation?
3838,How does temperature affect the type of bacteria present in milk fermentation?
8147,"Why do I feel weak and dizzy after standing up, could it be related to anemia?"
8147,What are some possible causes of eye bags and could a toxic liver be one of them?
8147,Could eating 70-100 oysters a week without major detox symptoms indicate a lack of toxicity?
8147,"Why might I vomit after eating oysters with coleslaw, and could it be due to a detox reaction?"
8147,Is it possible for drinking water from a clean river to cause dehydration if the mineral content is high?
8942,Why do you believe making charcoal is a waste of resources?
8942,What are the differences in toxicity between coal and charcoal?
8942,How does your view on diseases relate to the idea that coal creates pollutants?
8942,Why do you suggest 1 liter equals 4 cups for daily intake?
8942,What is your advice on time intervals between consuming different types of foods?
5301,"How does scar tissue affect an athlete's flexibility, agility, and stamina?"
5301,Why do many athletes' careers end due to improperly healed injuries from ice packs?
5301,What benefits does applying heat have on injuries and pain for athletes?
5301,How does alternating heat and ice affect the healing process of injuries?
5301,"How does inflammation relate to swelling, and how can it be managed through diet?"
7362,Why is the commercial machine said to have co-opted a movement for profit when a product is already tailored to a specific market segment?
7362,What is the reaction of the user about carnivores and their memes as mentioned in the conversation?
7362,Is there any specific opinion shared about pasteurized butter compared to raw butter and seed oil in the conversation?
7362,What does the user express skepticism about concerning the whole throat burn and quality of honey?
7362,What is the user's view on the concept of being a 'jerkoff' in relation to modernity and primal attitudes?
3049,Why is it hard to find wild pig but worth the effort?
3049,How soon should you eat the pig once it's harvested and why?
3049,Where can you get a small intestine from a pig for consumption?
3049,How does a long fruit diet affect the consumption of pig intestines?
3049,What health benefits did Dr. Joel Weinstock discover regarding pigs and the trich worm?
3982,What was the mistake related to the clotting medication and the user's wife?
3982,"Does the meat from Amos Miller come frozen, and what is the status of their raw dairy?"
3982,Why is there a concern about violating laws with raw dairy crossing state lines?
3982,How does the private club structure help Amos Miller sell raw dairy products?
3982,"Why does the user find the Amos membership pricey, and what are their thoughts on the eggs?"
3315,How does the new biotechnology vaccine compare to traditional vaccines in terms of cell alteration and ingredients?
3315,What concerns might arise if someone consumes moldy berries after receiving the mRNA vaccine?
3315,Why should people be warned and discouraged from taking the new biotechnology vaccine according to the content?
3315,"What is the role of oncologists mentioned in relation to mRNA therapy, and how is it perceived?"
3315,"What can be inferred about Aajonus's experience with being forcibly vaccinated, and does he advocate for such actions?"
160,"What are the potential issues with consuming 32 non-free-range eggs a day from a regular supermarket, such as concerns regarding antibiotics?"
160,Why do you think dipping fried pork rinds in ground beef and egg yolk is not optimal for your health?
160,"How does working two jobs impact your ability to prepare healthy meals, and how might quitting one job help?"
160,Why might you not worry about food if official medicine had helped improve your health condition?
160,What is your opinion on how the microbiome adapts to eating man-made plants and carbohydrates?
4732,What are the measurements in Aajonus Vondeprlanitz's recipes based on for individuals who are tall but skinny?
4732,"How does Aajonus Vondeprlanitz suggest using starches in the diet to calm nerves, and what is the recommended amount of time to wait after consuming them?"
4732,"If you are skinny, should you be cautious with detoxing formulas and instinctive nut formula usage?"
4732,"In the context of primal diet, should one completely avoid masturbation to improve bodily performance and use that energy elsewhere?"
4732,"Why do some primal diet enthusiasts prioritize physical appearance over performance, and is improving both not the ultimate goal of the diet?"
6708,What type of food did you consume while on your road trip that led to no detox issues?
6708,Why is caring about what women want considered undesirable in this conversation?
6708,What is meant by the term 'hunter mode' in relation to breakfast choices?
6708,"How is organ heart classified in your diet, and is it considered muscle meat?"
6708,What challenges are mentioned in finding a quality partner on dating platforms like Tinder?
1118,What is the suggested amount of whey to drink with vegetable juice for someone with a mouth sore indicating an acidic system?
1118,How did the farmer transition their dairy product packaging from plastic to glass jars?
1118,What should a thin person consider before drinking goat's milk according to AV?
1118,Why might lean meats not needing to be organic be acceptable to some people?
1118,What is the concern with the term 'organic' related to soil and farming practices?
9324,How does moving and activity rings influence your feeling of well-being according to this conversation?
9324,What are the suggested benefits of consuming raw milkshakes and lubes as per the powerlifter friends' experience?
9324,What is the role of raw unsalted cheese in toxin removal and digestion according to Aajonus?
9324,What might be the reasoning behind voluntary puking being considered a detox tool in this conversation?
9324,Why might the user consider getting a heavy metal test based on the information about toxin inheritance?
1068,How does becoming self-sustainable through hunting and gathering relate to your goal?
1068,What did you mean by stating that organ meats and wild roe are highly nutritious?
1068,Why do wolves and lions not drink as much water as we do?
1068,How does raw milk consumption affect your experience with cold milk?
1068,Why might people get sick from drinking water in foreign countries?
8298,What kinds of fish does Vesdii eat if they're trying different types recently?
8298,Why should I be cautious about eating pork according to the user?
8298,Why is farmed salmon considered very contaminated and not ideal to eat?
8298,What challenges do you face when attempting to incorporate more raw meat into your diet?
8298,How did Aajonus describe the experiment involving fresh lamb muscle and the evolution of a biome?
6170,Why might Aajonus have appeared young according to the conversation?
6170,What is suggested to drink after waking according to the eating schedule?
6170,What is the recommended food 45-60 minutes after drinking green vegetable juice?
6170,What tactic is mentioned regarding standards of evidence in the conversation?
6170,What is said about the dedication level of the original people from the LA area Aajonus worked with?
11349,Why do you think butter is harder to digest and does not taste as nice?
11349,"What is better between bone marrow and butter, and should I consider buying both?"
11349,"If I can't find pastured meat that isn’t frozen or less than 30% soy fed, is it still Aajonus approved?"
11349,Does blocking electromagnetic frequencies with materials like tin foil actually protect from external influences?
11349,"Is it beneficial to use a pillow that blocks electromagnetic fields, and does it impact one's energy or health?"
10967,What type of strainer should be used for straining small fibers from juice?
10967,Where can I buy organic and unbleached cotton cloth in the UK for juicing purposes?
10967,What dietary changes can help a woman with PCOS regulate her hormones after quitting birth control?
10967,How can raw eggs be beneficial for healing and recovery according to the primal diet?
10967,"Is it true that eating raw egg whites causes biotin deficiencies, or is there evidence against it?"
980,Does consuming fruits enhance the detoxification process?
980,Is it better to choose organic supermarket meat over non-organic fresh butcher meat?
980,How can a butter and honey mixture help with a dry mouth?
980,Does allowing raw milk to stand for 24 hours before consumption improve digestion?
980,What are the digestive benefits of consuming colostrum compared to regular milk?
875,How do milking machines affect the udder and bacterial flora?
875,What benefits can be gained from fasting and eating raw foods?
875,Why is the use of cream-butter-honey suppositories suggested in the diet?
875,What are the effects of freezing on raw butter's healing properties?
875,Why is rice not recommended unless in an emergency to cool down hunger?
4139,What are your thoughts on the common precautions about raw eggs regarding freshness and salmonella?
4139,"Why do you think consuming spoiled eggs can relieve digestion, constipation, and chronic depression?"
4139,"How do you respond to concerns about high levels of aluminum, barium, and strontium found in rainwater analysis?"
4139,What dietary changes would you recommend for someone with low platelet count possibly related to anemia?
4139,How does the combination of honey and cheese contribute to improving gut issues and indigestion?
4862,Does consuming raw cheese help with the absorption of excess hormones?
4862,What dietary advice is there for someone feeling slightly calm but still concerned about their health?
4862,Could eating a banana before bed and raw eggs afterward cause detox symptoms like vomiting?
4862,"Are all vegetables and medicinal herbs high in toxic metals, and does cooking them make it worse?"
4862,Is it okay to consume uncooked herbs and spices to avoid heavy metal exposure?
9250,What should I do if I am following the diet and experience a strong detox reaction like some young community members have not experienced?
9250,How should I wash a cheese cloth for the first time according to Aajonus and what is the process?
9250,"Is it acceptable to use urine to water plants in a situation where I don't have access to a bathroom, toilet, or water in my apartment?"
9250,"What should be done if one steps on a sea urchin according to the dietary guidelines, and is vomiting or urinating on it acceptable?"
9250,What is the proper way to consume raisins on the diet to avoid toxicity issues from dried foods?
6050,"Is it advisable to consume high meat for bodybuilding purposes if you have flus or allergies, as suggested?"
6050,Why is it important to consume the whole orange rather than just the juice for nutritional benefits?
6050,How does lime juice affect bacteria and detox processes in the body?
6050,Are metal cans with plastic lining still problematic if the liquid inside them isn't heated?
6050,What is the recommended frequency for consuming honey heated for reducing sugar cravings?
1349,What symptoms started two days ago and involved stomach pain and diarrhea?
1349,What kinds of raw foods does the user primarily consume?
1349,What is the user's experience when drinking only eggs regarding asthma?
1349,What kind of fish did Aajonus suggest to avoid due to pollution in North America?
1349,What is the user's concern about using high meat for suppositories instead of eating?
732,What is the duration and expected change when being strict on a complete slave diet?
732,What is the recommended solution for handling ear congestion?
732,"What frequencies do GSM and wifi operate on, and how does it affect frequency reception in meters?"
732,"What might be causing someone to want to sleep more than usual, especially after a vaccine?"
732,What are the suggested methods to counteract balding caused by metal poisoning?
8548,What dietary change did you make to improve your gut health?
8548,What past medication do you believe affected your liver?
8548,How has your experience with detoxes been described?
8548,How has the frequency and duration of your reflux changed?
8548,What significant health symptoms have you noticed for the past month?
1555,What does Aajonus mean when he says white blood cells are predominantly fat cells?
1555,Why are white blood cells referred to as phagocytes according to Aajonus?
1555,How does the body use fat molecules to deal with toxins based on Aajonus' explanation?
1555,Did Aajonus ever discuss the concept of 'neutropenia' in the context of blood measurements?
1555,Is consuming sheep brain suggested to affect one's likelihood to conform to mainstream values according to Aajonus?
5093,Why do stomach cramps might occur and how can they be alleviated with raw unsalted cheese?
5093,Have you heard of using dairy minerals for brain detoxification and what role do they play?
5093,How did the 2nd Chechen War impact the ethnic Chechens and who supported it?
5093,What were the reasons behind the Mujahideen's decision to invade Russian territory after their victory?
5093,Why do you believe a Chechen independence nation would still face conflict despite theoretical support?
3934,Why is soy lecithin preferred over egg or sunflower lecithin in factory foods?
3934,"What is the effect of fermented green tea with bacteria and yeast, and should I drink it if it's plant-based?"
3934,What are the benefits of starch and how does it help calm people?
3934,"How do raw vegetables contain heavy metals like cyanide and arsenic, and does cooking them reduce these toxins?"
3934,"Is it okay to consume fermented meat, and what concerns might exist with caffeine and living cultures in green tea?"
6526,Why do hundreds of thousands of Asians in Tibet meditate all their lives but seemingly achieve nothing compared to whites like Tesla and Da Vinci?
6526,"What does the term 'Adamic' refer to, and is it related to hyperborean concepts?"
6526,What is an Adamic cum based diet and how does it help someone become like Russians?
6526,"How does double digestion efficiency by grinding, fermenting, and royal jelly work?"
6526,"Why are Lithuanians claimed to come from a cold climate with poor food, and how are their languages similar to Sanskrit?"
5302,"Why do you describe inflammation as swelling, heat, pain, and redness in a specific area?"
5302,How did you manage the pain from the abscess in your gums during detoxification without reducing the swelling?
5302,What is the importance of inflammation during detoxification and why should it not be completely prevented?
5302,How does the primal diet aim to increase detoxifications while keeping inflammation low?
5302,"Why does cold exposure stop detoxification and inflammation, and why is this considered harmful?"
3029,"Can headaches be a sign of detox, especially if they last for three days?"
3029,"What is the process for removing feathers from chicken skin, and how does it relate to hot water?"
3029,Is there a full version of the 15-second video discussing Luna being accused of something?
3029,"Are there recommendations for organic substitutes for shaving cream, possibly involving milk or coconut cream?"
3029,"Can non-organic papaya affect the preservation of a lot of meat, and is it advisable?"
7667,What is recommended to numb a toothache effectively?
7667,Why is raw milk not available in Canada while marijuana is?
7667,How many eggs should I eat before bed to avoid fasting too much?
7667,How do microorganisms in vegetables affect detox?
7667,Why is there a concern about combining vinegar with juice?
3831,Are freckles considered undesirable because they are thought to be brown body acne?
3831,"Did someone claim that all freckles and moles are tumors from vaccines, and if so, how are they suggested to be removed?"
3831,"Is applying marrow on skin supposed to help get rid of wrinkles, scars, and freckles?"
3831,"Why did John Meadows, the bodybuilder, insult a carnivore man and his son after the father's death?"
3831,Are freckles believed to not happen to a healthy host and are considered accumulated toxins that stay on the skin?
8856,Why do you think empathy towards strangers is considered unnatural in the context discussed?
8856,What are your thoughts on the role reversal of men rejecting women as mentioned?
8856,How effective do you believe the propaganda is when comparing Russians and Ukrainians?
8856,Why do you consider the war in Ukraine a plan involving religious aspects and land for Khazaria?
8856,What is your opinion on the impact of excessive vodka consumption on vaccine effectiveness?
5706,Why is Terramin no longer available worldwide?
5706,What is the reason Terramin company shut down?
5706,How can someone ensure enzymes in refrigerated eggs build up again?
5706,Who explained the benefits of semen retention for athletes?
5706,What strategy did the principal use to stop lipstick marks on mirrors?
10953,What action should be taken if cheese was stored in the fridge shortly after acquisition?
10953,How can one grow blue cheese mold for homemade cheese?
10953,Where does the blue cheese mold commonly reside if not found in cheese?
10953,What can be inferred about Rom's cheese based on multiple user experiences?
10953,What are other people's experiences with using Nattokinase for ED problems possibly linked to the new vaccine Spike Protein?
2760,Is it safe for someone new to the primal lifestyle to sleep with a warm bottle next to their heart each night?
2760,How should one prepare a lotion for diaper rash using raw cream and ginger juice for an infant?
2760,What are the adjustment recommendations for using a cream and ginger juice formula to address mold on the body?
2760,How long might it take to see the effects of a change to a diet based on dairy and eggs?
2760,What are the specific instructions for using cream to prevent skin peeling and drying on a baby?
7302,How can I use my tongue to force tonsil stones out and what can help loosen them?
7302,What should I eat immediately after swallowing tonsil stones to aid digestion?
7302,What hot remedies can speed up the removal of tonsil stones naturally?
7302,Why do tonsil stones form and how can they influence testosterone levels?
7302,What did eating slightly fermented red onions cause in terms of liver pain?
7620,How can a liver shot hurt even if blocked?
7620,Is a 25% soy non-organic diet better than pasture-raised?
7620,Why is kefir easier to digest than regular milk?
7620,Is it bad to eat chicken breast that's organic but soy-fed?
7620,Does waiting longer after drinking oxidized juice help when consuming something acidic?
3834,Why should I avoid drinking algae from the swimming pool?
3834,What happens to algae when consumed in powder form?
3834,How much chlorella should I consume to ensure some digestion?
3834,Why can't humans digest dry algae efficiently?
3834,What method is recommended to test algae absorption in feces?
10743,How did consuming milk impact your weight over time?
10743,What was your experience with hot baths in relation to belly fat?
10743,Are there any recommended unsalted cheeses available in the US?
10743,Is there a concern with consuming organs or glands with high hormone content frequently?
10743,What makes Amos Miller's raw unsalted cheese superior to others in the US?
2714,What is the significance of transmuting sexual energy or how does it contribute to great accomplishments?
2714,Did consuming 750g of fat each day for four days make you feel high or affect you in any significant way?
2714,Is it true that detox can be periodically intense but becomes less severe over time?
2714,"Why do you suggest consuming carrot juice, milk, lemon, and unripe pineapple for digestion and fat metabolism?"
2714,Where can I find wild animals or unvaccinated meat if they usually vaccinate animals even in villages?
9468,Does unripe pineapple still taste good?
9468,What effect does bromelain have on avocados according to the conversation?
9468,Is it common to underestimate how heavy butter is because it's not voluminous?
9468,Is pasture poultry considered good despite being expensive?
9468,"Where does Caelorum Harvey source eggs, locally or ordered online?"
7016,"What is the purpose of vacuum therapy bubbles when applied to the skin, and do they actually help with pain relief or toxin removal?"
7016,What effects do cooking and processing foods have on the nutrients they contain according to the record?
7016,Is it possible to make water kefir with fresh fruit juice as mentioned in the conversation?
7016,"What methods are suggested for removing heavy metals from the brain, and are they considered effective?"
7016,"What is the significance of a hair tattoo mentioned in relation to coping with baldness, and what did the individual involved do with the money raised for a court case?"
8911,"Is lemon typically used only for fish, or can it also be used for chicken?"
8911,"What is your opinion on bathing after tanning, considering you mentioned it feels good despite getting burnt?"
8911,How much would you expect to pay for an ice cream maker on eBay including shipping?
8911,Why would someone be upset about having to drive back empty-handed when using Facebook marketplace?
8911,"How do you determine your body fat percentage, and do you rely on a scale or some other metric for the measurement?"
6584,Why is the primal sealwolf telling everyone that the earth is flat and that he is strong because he practices nofap?
6584,Should I continue eating high meat even though it made me throw up today?
6584,What does 'fe' refer to in the context of an extroverted feeling?
6584,Why did someone argue against the round earth for eight hours straight after being inactive for a week?
6584,Are you the type of person who posts controversial videos and then leaves after receiving minimal interaction?
11140,"What are the benefits of applying salt to the skin, and are there any possible drawbacks?"
11140,Is it necessary to source a specific quality of rennet for cheese making?
11140,"Why does applying fat to moisturize hair sometimes harden it, and does it impact hair loss?"
11140,What are some methods to address acne while following a diet focused on toxin removal?
11140,"How can you assess the benefits of eating unwashed eggs, and is it related to bacteria content?"
166,"Do people in the GOMAD fitness community eat mushrooms, and are mushrooms beneficial?"
166,Is the amount of estrogen in milk really low as mentioned in the conversation?
166,Does smoking increase free testosterone levels due to nicotine acting as an aromatase inhibitor?
166,What is the opinion expressed about real tobacco being beneficial despite its zinc-depleting effects?
166,Are there any differences in taste preference between salted and unsalted cheese mentioned by the user?
9589,Can a leaky gut patient benefit from having butter with cheese instead of eating cheese by itself?
9589,Why are fermented dairy products like cheese said to reduce mucous levels?
9589,"Is it true that Crohn's disease causes the intestines to not produce enough mucus, leading to gut leaks?"
9589,How does Crohn’s disease contribute to the development of arthritis and rheumatism according to this content?
9589,Should an individual with Crohn’s consider trying the WW2L remedy as a way of managing symptoms?
3141,Does consuming more salvia interfere with the cheese's ability to absorb toxins?
3141,What is gua sha and how is it used?
3141,Can I create coconut cream using a moldy part of the coconut?
3141,Does cucumber juice provide a similar alkalizing effect as celery juice?
3141,Why is bitcoin described as a freedom from a scammed banking system?
2963,Is it safe to consume moldy raw grains for detoxifying toxins from your body?
2963,When did you first experience detoxification symptoms after starting the diet?
2963,Is it advisable to put egg whites in a 2-year-old's eye to treat an eye infection?
2963,Did you experience loose stools when you initially started drinking raw cow milk?
2963,Is high liver considered better than other foods for detoxification purposes?
3748,What could be the possible reason for a growling stomach after consuming a raw egg if you feel hungry?
3748,What is the best strategy to follow when you start feeling bloated according to the chunked content?
3748,"What chemicals are typically used in vaping, and is it considered healthier than smoking according to the content?"
3748,"What did the user experience after using steroid cream for eczema, and what withdrawal did they go through?"
3748,"How did tobacco use become widespread according to the content, and who promoted its usage historically?"
20,Why do some old people highly value burbot despite its snake-like appearance?
20,Is it okay to drink orange juice and raw egg shake with honey when you have a fever of 38.5°C?
20,What fish are considered blue fish due to their better omega-3 ratio?
20,Do you also consume raw cheese every 20 minutes after big meals to avoid bloating?
20,Is the fermentation process responsible for producing vitamin K2?
2865,Which blender and juicer do you recommend for use?
2865,Why are CDC articles about Udder Milk widely regarded as propaganda?
2865,Is drinking fermented coconut water daily advisable given its effects?
2865,What is the advantage of not using pfp in online interactions?
2865,How can wood be seamlessly sealed together in woodworking without using glue?
11,Why do you feel bloated and heavier after consuming salted butter?
11,What is the significance of changing your profile picture in relation to gender identity confusion?
11,Why do certain foods like pancakes and sweet cream cause nightmares and headaches?
11,What is the best method and duration for fermenting liver in a glass jar?
11,Why are cereals considered bad for our health despite their cultivation for feeding many people?
1651,Can you explain why you believe that dairy is detoxing toxins from the gut rather than causing gut dysbiosis?
1651,"What digestive issues do you experience with dairy, and how do they differ from symptoms of gut dysbiosis?"
1651,How do European organic laws allow the use of certain fertilizers and what are the implications on organic labeling?
1651,Why do you think there are flaws in articles and sections like 1D and 1H of European organic food laws?
1651,What alternatives do you suggest for vegetable juice that might be better according to your experience?
758,How do juices help counteract the over acidity experienced during detox on the Primal Diet?
758,What have people observed about their hair's health and appearance while on this diet?
758,Why might someone need a nut formula or cooked starch according to the discussion?
758,What is the role of water in the Primal Diet when it comes to hydration and detoxification?
758,"How important are vegetable juices, like celery-parsley-cucumber, in providing necessary minerals on this diet?"
6629,How should cold raw milk be consumed if it causes discomfort?
6629,What should you do if fresh milk consistently causes problems?
6629,How is kefir made from raw milk and how long does it take?
6629,What are the potential concerns with adding vegetable juice to a meat-heavy diet?
6629,Is long-term ketosis safe and are there concerns with heated honey?
7719,What did you mean when you mentioned 'there is a season for oysters' regarding availability?
7719,"Can eating calamari lead to a hardcore detox according to your experience, and if so, only when cooked?"
7719,Why is it suggested that allergies might actually be the body detoxing from processed or cooked foods?
7719,How long can celery juice be safely stored in the fridge while maintaining its taste and quality?
7719,Does the taste of weird meat imply that it might have been previously frozen?
2280,Is there scientifically established limit on protein absorption per meal?
2280,How do eggs compare to vegetable juice in terms of hydration?
2280,What alternative methods exist for accessing raw milk if it's hard to find?
2280,Are specific yoga poses recommended for lower back pain due to prolonged sitting?
2280,What's an effective way to drink raw milk slowly when you tend to chug liquids?
4335,What is the reason for holding off on having a milkshake after meals?
4335,Did you try marinating the chicken in lemon juice and pâtéeing it completely for a specific reason?
4335,"If you don't have green juice, do you start the day with a milkshake?"
4335,Do you suggest having meat before or with milk if following a juice/meat/milkshake diet?
4335,"Is it advisable to drink 1 liter of natural water with apple cider vinegar, lemon, and honey to address liquid retention in calves?"
2098,Why does salt cause nutrients to be fractionated and reduce from 93 to 23 in the blood?
2098,What specific harm does salt consumption cause according to the chunked content?
2098,How does sodium in salt differ from sodium found in plants and animals as per the discussion?
2098,Why is the sodium in rock form considered toxic when mixed with the sodium in living organisms?
2098,"What is the effect of sodium with metallic bonds, and why is it reactive according to the content?"
10419,Why did Aajonus advise using dry clay and not pre-moistened clay with apple cider vinegar?
10419,How does using butter in a lube/moist formula improve its effectiveness compared to other methods?
10419,Why is it advised to research the amount of baking soda needed for different sized laundry loads?
10419,What is the purpose of spraying wool dryer balls with water and vinegar for laundry?
10419,What are the steps women typically follow for a hair care routine involving oil and coco cream?
2284,What should be tried soon if having issues with high blood pressure after eating extra thick cream?
2284,"If someone has been on the 'cheese train' for about 9 months, what might this imply about their spine condition?"
2284,What is the recommended way to consume eggs as a replacement for cheese?
2284,"Based on the hydration formula, what are the recommended bland fruits and other ingredients?"
2284,What insight might be helpful in discussing the beliefs around eye color and iridology?
11009,Why do you mention that wild pigeons are often sick and found in polluted cities?
11009,What do you suggest to someone who wants to buy raw milk but faces legal restrictions in Spain?
11009,"Can eating a primal diet help with symptoms like derealization, brain fog, and tinnitus?"
11009,How does lemon juice relate to the removal of smells from the skin?
11009,What specific foods or remedies do you recommend for dealing with symptoms linked to brain toxicity?
8782,What did you mean by grounding and taking your shirt off while leaning on the ground for a few minutes to take sun?
8782,Why do you think it is better to preserve primal diet knowledge by making a pyramid and inscribing data in its geometry?
8782,What do you mean by saying Chris is in hiding for supporting fake pedo accusations and being called out by Rom?
8782,"Can you clarify your opinion about Aajonus' books or studies being superior to your own, and why you mentioned they're better without offense?"
8782,Why did you say you are the future primal vet and will not bother with anything Aajonus already discovered?
4111,How is E.coli destroyed according to Aajonus?
4111,What is Aajonus's suggestion for promoting healthier E.coli propagation?
4111,"What did someone suggest to a pregnant woman regarding raw cheese, and what was her reaction?"
4111,What is the alternative method to syringes for vaccination mentioned in the conversation?
4111,What happened to a cat five days after being bitten by a dog and what is being considered for treatment?
710,What is the potential issue with consuming claymonade before bed without having additional protein?
710,How long should you wait after drinking claymonade before consuming something else to ensure proper digestion?
