id,question
2379,What are the benefits of taking someone out to the hot springs?
2379,How long should raw milk be kept in the fridge for cream to separate?
2379,What happens to milk if it is left out too long?
2379,Why does drinking milk left out too long cause stomach problems?
82,How can selling primal aspects benefit regular people wanting to heal and feel better?
82,Why is it suggested to hire middle-aged women for before and after representations in primal marketing?
82,What happened to Oscar after he was called out on Twitter for not crediting Aajonus?
82,Why is it considered a mistake not to drink enough celery juice on the primal diet?
82,"Is celery juice effective for dehydration caused by diarrhea, especially in those with Crohn's?"
4938,What is the Instagram reel URL mentioned?
4938,What is the purpose of providing this Instagram link?
4938,What platform hosts the reel with id C9xXGpTvhc4?
4938,What does the given link represent in the chunk?
4938,How does the Primal™ take relate to the provided content?
522,"What should I do next time I need an X-ray, given that Aajonus says they are worse than 100 antibiotics?"
522,Are X-rays really worse than 100 antibiotics as Aajonus claims?
522,"If someone's bone is completely broken, can we avoid X-rays as Aajonus suggests they are harmful?"
522,Is there an alternative to X-rays for someone who has broken their collar bone and legs?
522,What are the potential risks of having repeated X-rays if someone already had them and needs more?
3031,How much water should I drink per day according to the advice?
3031,Is there a daily limit for how many milkshakes I can have?
3031,Can an orange smoothie substitute a milkshake in my diet?
3031,Why might the lub formula feel heavier despite being easier to digest?
3031,When is the best time to have a milkshake to avoid too much sugar early on?
664,What should I do if my health is poor according to the chunked content?
664,Is it permissible to enjoy foods not part of the diet once in a while?
664,How strictly should I adhere to the diet if I have poor health?
664,What is the recommeded approach to indulging in non-diet foods occasionally?
664,"If I eat 99% clean, is it okay to treat myself once a month without guilt?"
2424,What is the significance of choosing a 'slow masticating' juicer over a standard one?
2424,"How does the price of a GreenStar juicer compare, and why might it be worth the investment?"
2424,Can consuming high meat contribute to alleviating depression according to the chunk?
2424,Why might someone choose to buy a second-hand juicer instead of a new one?
2424,"What challenge does the user associate with a strict primal diet, and how does it relate to their lifestyle?"
3296,Why do x-ray body scanners pursue and force individuals to comply?
3296,"Is it normal to crave a lot of oranges, or could this be a sign of dehydration?"
3296,Do pacemakers affect security screenings at airports?
3296,"Are all hot water bottles traditionally made out of rubber, or are there differences?"
3296,What is part 5 of the recipe videos focusing on ground chuck with tomato sauce?
623,What happens to our nervous system when we're frightened?
623,"Why do we focus on quick, reactive actions when scared?"
623,How does chronic sympathetic nervous system arousal affect long-term planning?
623,What nervous system state is commonly accompanied by parasympathetic dissociation?
623,Why do certain apps or food organization habits relate to nervous system behavior?
2556,Is 5-15 lbs overweight recommended for women?
2556,Why is more body fat beneficial according to primal health principles?
2556,Is being fatter as a woman still considered better for health?
2556,Do people generally find primal health advice when they are underweight?
2556,Does hitting a certain weight mean you stop gaining more weight?
1261,Did the person mention if their mother influenced their vaccination decisions during childhood?
1261,Is there an assumption that the vaccines taken as a child might have affected height or growth?
1261,What tribes are mentioned in the context of people living past childhood with good health and longevity?
1261,Is there skepticism mentioned regarding the record-keeping of tribal communities concerning age?
1261,Was there any reference to monitoring natural cycles like moon phases or seasons in relation to remembering one's age?
3102,Why did he refuse to eat trout?
3102,What made the smoothie more palatable for someone who dislikes eggs?
3102,What was the main focus of the smoothie in terms of its health benefit?
3102,How much did the pituitary tumor shrink after three weeks of consuming the smoothie?
3102,How does raw fat improve the ease of consumption compared to a solid state?
2248,Is dementia typically caused by aluminum according to this content?
2248,Can Alzheimer's be linked to mercury as mentioned in this content?
2248,What toxic element was once thought to be the main cause of Alzheimer's?
2248,Did researchers at the University of Calgary contribute to Alzheimer's research according to this content?
2248,"According to this content, what destroys neurons leading to Alzheimer's?"
3620,Why can't it be consumed raw according to primal health guidelines?
3620,What happens when it is not consumed raw as per the conversation?
3620,Can you explain what a psychonutrient is in the context of this discussion?
3620,Why is it emphasized that it 'just becomes' something else?
3620,What specific changes occur for it to become a psychonutrient?
5550,What is a sight that you find beautiful related to cheese?
5550,How do you feel about munching on cheese all day?
5550,What was your reason for eating slop yesterday?
5550,How long have you been waiting to make your first cheese?
5550,What kind of cheese were you trying with friends in a deer stomach yesterday?
5021,How does cooking at high temperatures affect Vitamin A content?
5021,Are Vitamin D levels stable when exposed to heat during cooking?
5021,What impact does frying have on Vitamin E content?
5021,Is Vitamin K significantly affected by high temperature cooking?
5021,What role does heat play in the degradation of vitamins during cooking?
3765,Why might traditional exercise routines not align with natural human activities?
3765,How does the physical appearance of bodybuilders and marathon runners relate to their exercise habits?
3765,What personal benefits does the user experience from working out despite their views on exercise?
3765,How does the user view the combination of a specific diet with sports performance?
3765,What is the user's stance on consuming raw and cooked foods together for nutritional balance?
4999,"Should I sip the drink or is it okay to gulp it, and why is this important?"
4999,Why does Aajonus recommend this particular brand in his book?
4999,How does bear's fat support and strengthen the immune system?
4999,Why is Russia considered the best country for the primal lifestyle?
4999,What are the benefits of moving from Moscow to Sochi in the context of primal health?
2505,What can be done with sour milk that I can't drink due to its taste?
2505,Is it possible to make butter from sour milk without separating cream from whey?
2505,What is a specific method for losing weight that avoids vague advice like 'just eat more meat'?
2505,How does a raw egg only diet work to stop autophagy and aid in weight loss?
2505,What impact does stopping running and jogging have on muscle loss and is walking a viable alternative?
5401,Do oysters and sea urchins help in boosting testosterone levels?
5401,What are alternatives to consuming raw ground beef and raw butter every day?
5401,Which types of testicles are recommended for boosting testosterone?
5401,Is increasing raw fat intake beneficial for testosterone levels?
5401,How can eating raw unsalted cheese before meals impact testosterone levels?
455,Do I need to buy a food processor if my blender can pâté meat?
455,Is using a blender acceptable for pâtéing meat?
455,What is the disadvantage of using a blender to pâté meat?
455,Can I continue using the blender to pâté meat if it's strong enough?
455,Why might I consider buying a food processor for pâtéing meat?
1614,"What natural remedies can alleviate painful eyes, itchy throat, and congested nose due to allergies?"
1614,How can I identify the cause of my allergy symptoms experienced in a small office room?
1614,Which specific foods can enhance tolerance in environments that trigger allergies?
1614,Can eating raw unsalted cheese help with allergy symptoms in an office setting?
1614,What lifestyle changes might help reduce allergy reactions in small indoor spaces?
2157,Do you experience any issues when consuming chicken skin?
2157,How could I test if unheated honey improves healing on skin cuts?
2157,Would the location of cuts on the same arm affect the healing comparison?
2157,Should I alternate between arms when testing the honey's healing effect?
2157,Is it worth comparing the effects of unheated honey against possibly altered ('sabotaged') honey?
5089,What is considered white meat in your primal health adviser application?
5089,How does the combination of old cream and pineapple improve the absorption of butter?
5089,What measures did you take during desperate times on the primal diet?
5089,Could you clarify what region of Poland Warsaw belongs to?
5089,Where do you suggest purchasing high-quality meat if not from a farmer?
189,What is the downside of blending the mixture to extract the cream?
189,How would blending affect the nutrient content of the cream?
189,What is a method to extract cream without destroying nutrients?
189,What materials are needed besides a food processor to shred meat and press it?
189,Why is the suggested method for extracting cream considered inefficient?
4978,Why do people claim diarrhea from the primal diet is bad for health?
4978,What is considered 'common sense' regarding health diets nowadays?
4978,Why might someone on the primal diet avoid going to the gym and still maintain a muscular physique?
4978,How does the primal diet compare to carnivore and other diets in terms of health benefits?
4978,"What are the potential toxins released when meat is cooked, relevant to the primal diet?"
4163,What should be done if a line of cream fails to form at the top?
4163,"How often do you see this person you mention, and is there a way to see them more?"
4163,What additional steps are required to replicate the current situation successfully?
4163,"Is there a method for testing out the suggestion provided, and how should it be approached?"
4163,What steps are recommended by Aajonus for treating a snake or scorpion bite using vomit?
1077,"Can I eat raw meat plain with butter, or do you recommend a particular sauce?"
1077,I crave sauces like ketchup or barbecue; what alternatives would you suggest?
1077,Why might I not want to add raw garlic to my sauces?
1077,What type of sauces do you prefer when eating raw meat?
1077,Are there any sauce recipes using ACV that you recommend?
3345,Why are the fat globules in goat milk ten times smaller than those in cow's milk?
3345,What makes it hard to separate fat globules in goat milk compared to cow's milk?
3345,What deeper lesson could one learn from evaluating the belief that the vaccine is bad?
3345,What might society be like without television and mass school indoctrination?
3345,Why does the user avoid joining off-topic chats?
2753,What type of stainless steel rings did you buy from Amazon to replace the ones that rusted?
2753,Is it good for your immune system to eat with dirty hands like our ancestors did without washing them?
2753,How does weight loss affect energy levels and when might it not be the right time to pursue it?
2753,What are the potential digestive issues of eating dairy with raw beef?
2753,What kind of pain is severe enough to wake you up and make you contort in pain?
2027,Why do you feel dried out after using the shower here?
2027,How does living in a suburban place feel compared to the city?
2027,What is making it difficult for you to take things slow?
2027,What health issues are currently making life hard for you?
2027,"How has your recent remission been going, congratulations!"
659,How can the human body be perceived as strong despite conditions like arthritis and asthma?
659,Why is it uninformed to think the human body is weak due to autoimmune diseases?
659,What insight can be gained by considering the generations it takes for autoimmune diseases to develop?
659,How does the resilience of the human body compare to a machine like a car?
659,What is the implication of a car's dependence on the correct type of gasoline for understanding human health?
4519,What are the main ingredients in the bone growth formula mentioned?
4519,Have you ever tried using this specific bone growth formula before?
4519,"Can urine be beneficial for skin health, according to the conversation?"
4519,Why did you need to get them out of the house quickly based on the context?
4519,Is it necessary to wash off the substance discussed in the conversation?
3360,"What temperature is mentioned as suitable for this conversation, and why might it be important?"
3360,What are the user's thoughts on using antibiotics as opposed to facing problems like the flu?
3360,Why does the user express concern about buying sheep brain and mention past experiences with eating it?
3360,"What difference does the user notice between home-raised eggs and store-bought eggs, particularly concerning taste?"
3360,"How did the user feel after eating low-quality eggs, and what remedy did they find effective?"
2575,What did you tell us yesterday that doesn't work?
2575,Why do you consider us dumb if we follow yesterday's advice?
2575,What should we do today instead of yesterday's advice?
2575,Why might you disappear tomorrow with our money?
2575,What was the payment for that you mentioned?
2036,How long did the raw milk from the local co-op last when stored at a low fridge temperature?
2036,Why does the raw milk from the new source taste bitter more quickly?
2036,What kind of tank did the previous source use to store the milk?
2036,How large was the herd of the previous milk source compared to the new one?
2036,When did the previous source milk his herd and provide the milk?
1691,"Can we fall asleep eating cheese during the day time, and if yes, for how long?"
1691,What does a lymph detox feel like according to you?
1691,Is anyone participating here from Czechia?
1691,Is it common or inconvenient to fall asleep with cheese?
1691,Is reading the lore recommended in this context?
1258,What does it mean when pain disappears upon waking up?
1258,Can you identify what type of detox I might be experiencing now?
1258,I misread something as just milk; could this affect my detox process?
1258,Is waking up without pain a sign of a successful detox?
1258,Could my previous misreading as just milk be related to detox symptoms?
943,Is experiencing no other symptoms a sign that my condition is related to detox?
943,Why does the quality of coco cream matter if I am focusing on detoxing my brain?
943,How many times a week is it recommended to use apple cider vinegar/clay on the face/scalp for exfoliation?
943,"If I spend a long time preparing a recipe with a blender, does it affect the nutritional value?"
943,Can I detox my brain by using a specific skin treatment like apple cider vinegar/clay?
4146,At what age does collagen production typically begin to decrease?
4146,"Why is smoking considered detrimental, specifically for taste buds?"
4146,How does consuming natural and unprocessed food affect cravings and taste?
4146,What could cause itchiness in the mouth after eating nectarines?
4146,Why do some people not experience acne and what makes them different?
5784,Why can't we live solely on eggs as part of our diet?
5784,How much lime juice should be consumed to halt detoxing?
5784,Is it recommended to stop the detox process once it begins?
5784,What role does lime juice play in the detox process?
5784,Why is it suggested to let the detox process continue without intervention?
4778,Is it safe to be exposed to radiation for over a year if there is only a bit of pain and crystals in urine?
4778,Could my unpleasant experience with eating blended liver with honey and butter be due to buying non-organic or poor-quality liver?
4778,Does following the primal lifestyle for 12 years influence the effects of radiation exposure?
4778,Is blending liver with honey and butter the best way to consume it for someone on the primal diet?
4778,Does living in the US impact the quality of liver I might purchase for my primal diet?
4858,Can I follow any religion or spiritual practice while focusing on primal health?
4858,Does nature have a specific dogma around diet?
4858,Is coconut oil pressed at up to 40 degrees beneficial?
4858,Why might someone describe reliance on specific dietary restrictions as a 'massive cope'?
4858,What are the potential benefits of living a slightly more toxic lifestyle compared to a primal shut-in life?
1043,What could be wrong with the butter from a local farm that makes it disgusting?
1043,"Why might it be difficult to find unvaccinated girls in Australia, according to the conversation?"
1043,"Can you explain why the gym girl might be considered masculine, and what makes finding a good looking girl who doesn't work out challenging?"
1043,Why does the Primal Health Adviser user suggest getting off dating apps like Hinge and Tinder to find a good girl?
1043,"What is the relationship between eating butter, meat, and honey according to the user's diet talk?"
2152,Why do I feel sick every week despite wanting to feel good and not have health issues?
2152,Is it true that herbivore animals have a body temperature of 102-105 degrees?
2152,Are you still following the same eating schedule that you mentioned before in this group?
2152,Could my vomiting and diarrhea be caused by consuming raw cheese and celery juice?
2152,"Is it safe to prepare celery juice with honey, store it in the fridge for three days, and drink 1 liter per day?"
1859,How might drinking clay milk help with joint pain?
1859,What is a possible solution for someone who is always tired?
1859,How can high inflammation in the body be reduced?
1859,What are some benefits of drinking clay milk?
1859,How can you improve health after vaccination?
2115,When can I add honey to the kefir during the fermentation process?
2115,What happens if I add too much honey at the start of making kefir?
2115,How should I handle the kefir bottle during fermentation?
2115,What is the result of adding honey at the end of the kefir fermentation?
2115,How long should I leave the milk at room temperature to make kefir?
2720,Why might kombucha labeled as 'raw' not be truly raw?
2720,How does impatience affect the authenticity of kombucha products?
2720,What do some people incorrectly feed kombucha mycelium?
2720,What is the correct type of food for kombucha mycelium?
2720,Why should one be skeptical of raw kombucha made with honey?
2952,Is using unripe papaya juice a viable alternative to celery juice if I can't access celery or sugar cane juice?
2952,Why is it advisable to keep the pulp when consuming cucumbers?
2952,How much cooked food would be preferable over eating 100% raw without celery or sugar cane juice?
2952,Is using a public spa for a hot bath potentially harmful due to chemical exposure?
2952,"Does eating papaya, even in large quantities, effectively replace celery juice benefits?"
3083,How much lub formula can I sip with meat?
3083,Can sipping lub formula interfere with digestion of meat?
3083,Should I reduce the amount of honey?
3083,Is it okay to have lub formula 15 minutes after a meal?
3083,Who recently answered the question about lub formula and meat?
1584,Is it normal to feel nauseous when starting the Primal diet and eating raw beef?
1584,Can barbecuing beef make it more suitable for consumption on the Primal diet?
1584,What would you recommend for someone new to the Primal diet experiencing difficulty with raw beef?
1584,Does adding lemon juice to thin slices of beef make it more palatable or compliant with Primal diet guidelines?
1584,Could nausea from eating raw beef indicate that the meat is from a bad source?
4593,Are you planning to start something involving peppercorn due to thrombosis?
4593,Have you received the COVID vaccination?
4593,Are there specific quality requirements for the rennet used in cheese making?
4593,Did you discontinue the bone marrow hair experiment?
4593,How was your experience eating a quarter pound of meat with butter at night for the first time?
3333,How does one address a sweet skinny damaged body using this approach?
3333,What should you do if you feel you don't have energy according to this advice?
3333,"Does this approach suggest stopping certain thoughts or actions, and how is it phrased?"
3333,What is recommended to drink for energy in this context?
3333,"Is having a skinny damaged body considered a problem by this advice, and what is the suggested attitude?"
3187,How can eating high fat affect weight loss efforts?
3187,What is the maximum recommended milk intake per day to help with reducing water retention?
3187,What is the impact of drinking 2L of milk daily on diet goals?
3187,Why should high fat be avoided if one wants to lose weight currently?
3187,How does eating no carbs contribute to weightlifting regimes?
5389,Is it a misconception that you shouldn't drink any water at all on the primal diet?
5389,Can you drink water daily if you're following the primal diet?
5389,How often should you eat on the primal diet; is having something every 5 hours okay?
5389,What kinds of foods are recommended on the primal diet?
5389,Is it acceptable to get hungry after 5 hours while following the primal diet?
3497,Why does my body feel extremely unwell whenever I get sick?
3497,Could my high cholesterol be a reason why medical professionals are worried?
3497,Is there an increased risk of heart attack or heart disease due to my current health condition?
3497,Does storing celery juice without a lid in the fridge affect its health benefits?
3497,Will covering celery juice in the fridge make a difference in its effectiveness for health?
514,How does a heat pump contribute to detoxification?
514,"In what order should lime, honey, butter, and meat be consumed for optimal health benefits?"
514,What role do nourishing foods play in supporting detoxification?
514,Can nourishing foods eliminate detox symptoms completely?
514,Why might some nourishing foods make detox easier and more efficient?
871,What trick can help make high eggs easier to consume compared to high meat?
871,How long might it take to prepare food daily if going all in on this health approach?
871,How did the high eggs affect you immediately after consumption?
871,Can eating raw foods save time compared to more processed food preparation?
871,What temporary solution was used for dry lips caused by the weather?
3363,What is the role of oil pulling in removing toxins from the mouth?
3363,Why is a sedentary lifestyle considered detrimental to human health?
3363,How does the body react to stressful physical exercise?
3363,What changes were noticed after consuming raw yolk after two days?
3363,What diet does the adviser recommend and what is the basis for these recommendations?
2638,What can I do to manage lethargy and lack of energy while pursuing a primal diet without access to raw butter?
2638,How can I alleviate the unbearable symptoms of detoxing while on a primal diet?
2638,Is there a way to prevent feeling terrible on a cooked diet if I have no choice but to return to it?
2638,How should I address the issue of having parasites for almost a year while trying to maintain a primal diet?
2638,"Despite taking enough calories and pasteurized butter, why might I still feel lethargic during detox on the primal diet and what can I do about it?"
3115,Why do you think almonds are hard to digest compared to other nuts like walnuts or pecans?
3115,Is it true that humans can only digest 500 grams of almonds per week according to Ajanta?
3115,Do you believe that eating 200 grams of almonds in 24 hours is toxic?
3115,What is your opinion on consuming green juice while having the flu?
3115,How credible do you find the testimonies from those who claimed he was a vegetarian and loved sweets?
1809,Why should liquids like drinks be consumed separate from meals on the Primal Diet?
1809,What is the significance of personal experience when following the Primal Diet?
1809,Could the symptoms experienced be a result of SIBO instead of leaky gut?
1809,How has the inclusion of raw cheese and butter improved digestive health?
1809,What foods trigger intolerance symptoms like brain fog and low energy?
3237,What are the benefits of consuming ginger as part of my diet?
3237,Why is it important to vary the types of juices consumed?
3237,How does Aajonus's writing relate to herbs and roots?
3237,What alternatives can I use if I want to vary my juice options?
3237,Why don't I need a garden to incorporate vitamins and minerals in my diet?
2830,Why is sushi considered overrated according to your view?
2830,How does consuming unripe fruit benefit someone with mono?
2830,Why might Frasier cheese be considered gross to some people?
2830,What are your thoughts on making your own kefir grains despite it not being strongly recommended by someone?
2830,Is water kefir expected to taste good or have health benefits once it arrives next Wednesday?
3832,What are the consequences of leaving toxins under the skin?
3832,Why is it important to sweat out toxins according to Aajonus?
3832,What recommendation does Aajonus have for people who don't sweat daily?
3832,How does toxin buildup affect connective tissue and skin?
3832,What serious conditions can result from not removing toxins under the skin over time?
1354,Do the Amish community typically choose not to vaccinate?
1354,Should one feel grateful or ashamed for not vaccinating according to this content?
1354,What is indicated by Aajonus regarding cancer in this content?
1354,"According to the record, how long do many people survive after a cancer diagnosis?"
1354,Is the opinion of Aajonus about cancer considered relevant here?
4782,What specific advice does Aajonus provide regarding the consumption of vegetable juice in the primal diet?
4782,How does the primal diet affect one's taste for cooked meat over time according to the discussion?
4782,What is Aajonus's perspective on how cooked and processed foods impact the body's cells?
4782,Why do some people need to ensure their sources of bone marrow are unvaccinated or from a good source?
4782,What are Aajonus's views on the effect of eating non-primal foods for a short period compared to a long-term primal diet?
3077,Is vomiting preferable to diarrhea to avoid dehydration?
3077,Can anyone confirm if Dutch Meadows Farm delivers to USPS mailboxes?
3077,What do people think about measuring a house and fridge for health reasons?
3077,Why might someone experience random nosebleeds during childhood?
3077,"Which is worse, having nausea with the urge to vomit but being unable to, or actually vomiting?"
107,"What should I cut from my diet to maintain my weight considering I consume 5 pounds of meat, 7-8 eggs, and other listed items?"
107,How harmful can a raw lemonade addiction be for my health?
107,"Do animals naturally eat things like poop and maggots, and is there any health perspective on this?"
107,"Why do some people in 'awake' movements tend to view 'normies' as undesirable, and how can we overcome this mindset?"
107,What is the importance of treating every person with dignity despite their current state of brainwashing or ignorance?
10,Can you explain why herbivores have large livers despite having enzymes and gut fermentation for fat and protein extraction?
10,What are some ways to reduce blue light exposure to aid in fat loss?
10,How can EMF exposure affect sleep and what steps can I take to minimize it before bedtime?
10,"Is consuming organic citrus fruit like oranges and tangerines beneficial before sleep, and if so, why?"
10,What minerals are essential for sleep and how can they improve sleep quality?
3376,What problems can arise from consuming too many oxalates in the diet?
3376,Did you lose some weight because of consuming too much sour cream and swimming in an algae river?
3376,Were you trying to lose weight intentionally when you experienced these changes?
3376,What are anti-nutrients and what is their purpose in plants?
3376,Do you believe anti-nutrients are found only in dietary fiber?
4276,"Is perfume considered extremely toxic, and what natural alternative is suggested?"
4276,What is recommended as a natural alternative to toxic perfumes?
4276,Is oud considered a natural fragrance option according to the conversation?
4276,Does the conversation suggest using natural sources like high quality essential oils over synthetic perfumes?
4276,Is there a suggested method to fix astigmatism using pineapple juice and butter?
2945,What specific changes should I make to heal faster on this primal diet?
2945,How important is eating raw pâté in maximizing nutrient absorption on this diet?
2945,Why is it necessary to start lymphatic baths only after gaining weight on this diet?
2945,What role does raw unsalted cheese play in the primal diet?
2945,Why did he initially eat cooked steak if he's now strict about the primal diet?
598,Why should you avoid drinking a lot of water as mentioned in the conversation?
598,What concerns are there about the uranium in Gerolsteiner's water?
598,Can you investigate more details about the Borsec brand and its quality?
598,Why should metal not be used for food storage and instead use glass or ceramic?
598,What are the concerns with using stainless steel and ceramic as materials?
3123,"What specific type of fresh raw liver are you considering in your diet, and is it grass-fed?"
3123,Are you eliminating juice from your diet as part of a weight loss protocol?
3123,Did you find the fat loss diet by Aajonus effective for achieving your weight loss goals?
3123,"Is the craving for liver related to its carbohydrate content, and how are you addressing this craving?"
3123,"Have you tried a diet consisting of only raw fat and protein before, and for how long can you maintain a zero-carb diet?"
4134,What should be done if the honey becomes solid when frozen?
4134,How long is the honey supposed to be left in the freezer?
4134,What time of day might be best to freeze honey for consumption?
4134,Is it recommended to wait for someone else's response before trying to freeze honey overnight?
4134,Is the honey being experimented with considered truly raw honey?
1593,Is it fine to mix raw eggs and raw milk by shaking?
1593,Did anyone mention having food near a microwave being an issue?
1593,Can you suggest a good recipe for homemade shampoo using only raw egg?
1593,Have you noticed that expensive goats sometimes produce less milk than cheaper ones?
1593,Should recipes with eggs be stored in the fridge or kept outside after preparation?
2270,What specific Oster blender model are you referring to?
2270,Why do lower fat cheese cubes last longer without molding?
2270,Have you noticed a significant difference in the quality of cheese cubes based on fat content?
2270,How long can lower fat cheese cubes be safely stored at room temperature?
2270,What is the role of dry protein in preserving cheese cubes?
4730,"What could cause someone to have very yellowish skin, such as toxic bile?"
4730,How can I treat a headache effectively?
4730,What alternatives are there when my raw milk supply is unavailable?
4730,Could healthful food be causing an issue?
4730,Is it okay to not worry since their skin isn't very yellow?
2593,Is using a hot water bottle or an electric blanket better for providing heat?
2593,Why might it feel colder with clothes on in mid 50sF or low 60sF weather compared to sunbathing without clothes?
2593,What is the reason for feeling warmer when sunbathing without clothes?
2593,Why does the user prefer non-organic watermelon over organic despite the preference for organic in general?
2593,What does the presence of a thick outer skin on fruits and vegetables imply about buying organic?
5665,How can cheese and baths aid in detoxifying the body?
5665,What role does heat play in circulation and toxin removal?
5665,Why might wearing a long-sleeved sweatshirt help with detoxification?
5665,What are some potential causes of bumps and itchiness on the skin?
5665,Could drinking a milkshake cause skin bumps to appear on different body parts?
634,Can childhood trauma really begin before birth?
634,Is it possible that infants develop core coping strategies?
634,What examples suggest that childhood trauma might start early?
634,Why do you claim this is not just lore?
634,How do coping strategies manifest in infants?
5118,What are the benefits of buying raw milk unsalted butter for a primal diet from the Turkish shop?
5118,Is the raw butter from the Turkish shop suitable for someone following a primal diet?
5118,What makes the raw milk unsalted butter sold by this Turkish shop unique?
5118,How does the Turkish shop ensure the quality of its raw butter cheese and cream products?
5118,What are customer reviews saying about the raw milk unsalted butter from this worldwide Turkish seller?
4330,Why do people often confuse salt with sodium?
4330,Is it necessary to include salt in your diet?
4330,What might happen after avoiding salt for a while?
4330,Why does Sally Fallon recommend freezing meat for two weeks?
4330,What does Aajonus say about the quality of normal store-bought eggs?
2760,Are you currently located in Germany?
2760,How does the weather in England compare to Albania?
2760,What are some differences between the food in England and Albania?
2760,Did you notice many English license plates on BMWs and Mercedes in Durres?
2760,Why do you think there are English cars in Durres?
4455,What can I do to prevent feeling electrolyte deficient without drinking 3-4 quarts of juice daily?
4455,How can I manage my anxiety and heart palpitations when I feel electrolyte deficient?
4455,Is it safe for me to drink 5-6 quarts of juice daily to deal with my electrolyte deficiency?
4455,Are there alternative beverages or sources to juice for preventing electrolyte deficiencies?
4455,Could my enjoyment of juice be leading to excessive consumption and potential health issues?
2642,What happens to red blood cells when they try to feed on rock salt?
2642,Why is rock salt considered a hypertonic environment for cells?
2642,Why is eating a lot of avocado not recommended if new to the diet?
2642,How can I introduce someone to the Primal Diet to resolve health issues?
2642,What was the speaker's opinion about eating honey and fruits?
3395,What is the maximum amount you can buy unless there is more to spare?
3395,Does the availability of items depend on the day when purchasing?
3395,Is there a high demand causing differentiation in product availability?
3395,What country are you located in while discussing travel for certain foods?
3395,How far is the closest location from you for obtaining certain foods in Ireland?
70,"What are some primal ideas you had for OF, and why haven't you started them?"
70,"Why do you dislike being public, and how does it impact your idea for OF?"
70,How would incorporating DR/marketing make your idea for OF more like a story?
70,What role would an artist or designer play in making your OF project beautiful?
70,Why would investing in raw wine and cheese be risky if you can't sell it?
2911,How long can cucumbers be stored before they go bad?
2911,"What is green juice maxxing, and is it beneficial for health?"
2911,How can I reduce the frequency of my visits to the store for fresh produce?
2911,What are some tips for prolonging the freshness of cucumbers?
2911,Does cucumber storage method impact their shelf life?
28,Why do you believe convincing people to drink eggs could be successful?
28,How did you assist in promoting someone who teaches how to become a man?
28,Can you explain why you replied to a month-old question despite having already answered it?
28,What do you mean by stating that it's not easy due to a lot of moving parts?
28,How did you experiment with fermented whey and what were the results?
2914,Why do you want to start by gaining muscle before putting on more weight?
2914,How does the fermentation of milk affect its digestibility?
2914,Why should non-fermented milk be at room temperature for better digestion?
2914,Does the digestibility of cold milk change if it's already fermented?
2914,What considerations are there if the milk is not organic?
646,Why don't you see off-diet food as toxic normie food?
646,How often do you decide to eat food that is not part of your diet?
646,What mindset change helps you enjoy food not on your diet?
646,Why aren't you worried about eating non-nourishing food on occasion?
646,How have you built up your health to tolerate occasional non-diet food?
3290,What mistake did the user make by applying for a license?
3290,How does applying for a license affect jurisdiction over an entity?
3290,What rights does the state have over an entity after it applies for a license?
3290,Why did Aajonus lease his farm to the organization?
3290,Under what conditions was Aajonus's operation exempt from licensing requirements?
